Date,Product,Category,Region,Sales,Profit
21-06-2024,Bag,Accessories,East,17104,2455
19-06-2024,Headphones,Electronics,South,32256,5522
11-02-2024,Phone,Electronics,East,21600,2111
09-04-2024,Laptop,Electronics,South,59570,6539
10-03-2024,Sneakers,Fashion,North,37402,4812
20-06-2024,Bag,Accessories,South,10314,1521
29-06-2024,Shoes,Fashion,North,55081,7953
28-02-2024,Phone,Electronics,West,20347,3475
10-01-2024,T-shirt,Fashion,West,53056,5020
01-03-2024,Bag,Accessories,South,49426,7823
14-03-2024,Bag,Accessories,East,46314,6378
03-02-2024,Shoes,Fashion,South,14655,1201
13-04-2024,Watch,Accessories,North,8981,529
10-02-2024,Sneakers,Fashion,South,8119,1467
15-03-2024,Watch,Accessories,North,29922,2657
02-04-2024,T-shirt,Fashion,North,54961,2876
06-02-2024,Headphones,Electronics,South,27678,5190
21-04-2024,Headphones,Electronics,South,9186,1274
29-06-2024,Smartwatch,Electronics,East,9508,876
24-05-2024,Smartwatch,Electronics,South,15378,1613
09-01-2024,Bag,Accessories,South,21094,1083
02-04-2024,Belt,Accessories,North,25655,3753
22-03-2024,Tablet,Electronics,North,49776,6913
18-04-2024,Laptop,Electronics,East,4183,680
12-04-2024,Bag,Accessories,South,38310,5536
05-06-2024,Belt,Accessories,North,46339,5217
11-06-2024,Headphones,Electronics,West,6864,767
18-01-2024,Smartwatch,Electronics,North,49600,9708
15-04-2024,Sneakers,Fashion,West,34120,5008
30-04-2024,Sneakers,Fashion,East,22775,2158
26-05-2024,T-shirt,Fashion,South,49468,3105
05-06-2024,Laptop,Electronics,East,3427,546
30-04-2024,Phone,Electronics,South,44757,5966
03-02-2024,Watch,Accessories,North,46460,4654
10-02-2024,Bag,Accessories,West,32778,6522
01-03-2024,Sneakers,Fashion,East,27103,1979
17-04-2024,Headphones,Electronics,North,30598,5217
28-05-2024,Sneakers,Fashion,East,28291,3030
06-03-2024,Laptop,Electronics,South,24060,2916
31-05-2024,Camera,Electronics,North,45113,7719
22-06-2024,Shoes,Fashion,East,51933,4272
06-04-2024,Laptop,Electronics,North,25997,2929
14-04-2024,Camera,Electronics,West,23951,2143
10-06-2024,Phone,Electronics,East,10155,1063
15-01-2024,Smartwatch,Electronics,West,47615,6692
23-04-2024,T-shirt,Fashion,North,56858,9577
06-02-2024,Shoes,Fashion,West,34967,1856
09-03-2024,Camera,Electronics,North,15433,965
23-05-2024,Headphones,Electronics,North,52142,5060
21-05-2024,Camera,Electronics,West,56177,3358
19-05-2024,Phone,Electronics,East,2124,314
10-01-2024,Watch,Accessories,North,13028,2555
18-02-2024,Smartwatch,Electronics,South,39554,4205
23-03-2024,Smartwatch,Electronics,East,13926,2499
02-06-2024,Laptop,Electronics,North,43661,7504
21-01-2024,Smartwatch,Electronics,South,41150,5649
27-03-2024,Bag,Accessories,East,44618,5528
01-06-2024,Shoes,Fashion,East,5540,982
24-01-2024,Tablet,Electronics,North,50467,9155
12-02-2024,T-shirt,Fashion,East,41387,3009
27-02-2024,Bag,Accessories,South,12675,1472
03-03-2024,Laptop,Electronics,West,6178,829
08-02-2024,Sneakers,Fashion,East,3484,219
09-03-2024,Shoes,Fashion,South,16703,3075
21-06-2024,Bag,Accessories,West,8174,1066
24-01-2024,Belt,Accessories,South,41273,5484
21-04-2024,Smartwatch,Electronics,East,7612,1381
18-02-2024,Bag,Accessories,East,39734,7745
09-02-2024,T-shirt,Fashion,West,30847,3411
04-02-2024,Smartwatch,Electronics,West,32208,4830
01-03-2024,Tablet,Electronics,North,34473,5150
14-03-2024,T-shirt,Fashion,South,10889,2067
16-03-2024,Sneakers,Fashion,West,16919,1673
06-06-2024,Headphones,Electronics,South,29139,4674
03-05-2024,Phone,Electronics,North,13349,2227
17-06-2024,Laptop,Electronics,West,50796,7860
24-03-2024,Camera,Electronics,West,9866,897
16-01-2024,Shoes,Fashion,West,43011,3908
18-02-2024,Camera,Electronics,East,27213,5073
06-04-2024,Watch,Accessories,South,16421,3002
23-02-2024,Tablet,Electronics,North,3453,578
12-01-2024,Headphones,Electronics,West,4352,796
23-06-2024,Headphones,Electronics,East,9157,1396
16-03-2024,Belt,Accessories,East,12541,742
03-04-2024,Watch,Accessories,West,22768,3182
19-02-2024,Smartwatch,Electronics,South,29312,2523
02-05-2024,Laptop,Electronics,South,25060,1858
23-05-2024,Tablet,Electronics,East,48097,4898
24-01-2024,Tablet,Electronics,South,40383,2072
21-03-2024,Sneakers,Fashion,East,6023,1053
22-02-2024,Sneakers,Fashion,West,49252,4866
20-05-2024,Watch,Accessories,North,57964,9073
03-06-2024,Belt,Accessories,North,9739,647
07-02-2024,Bag,Accessories,West,10514,1314
10-06-2024,Tablet,Electronics,West,20246,1651
06-06-2024,Camera,Electronics,North,6582,912
10-01-2024,Shoes,Fashion,North,5659,1014
16-03-2024,Phone,Electronics,West,16744,1001
20-03-2024,Sneakers,Fashion,West,27299,3550
15-02-2024,Sneakers,Fashion,North,46171,2670
25-04-2024,Phone,Electronics,East,22351,3311
22-04-2024,Shoes,Fashion,West,46276,3347
29-01-2024,Headphones,Electronics,South,49814,7154
23-02-2024,Smartwatch,Electronics,North,15567,2643
09-03-2024,Shoes,Fashion,South,54357,8846
22-01-2024,Shoes,Fashion,East,9225,1492
16-05-2024,Belt,Accessories,North,57383,3920
21-01-2024,Tablet,Electronics,North,56418,3449
02-06-2024,Phone,Electronics,North,26543,3268
04-05-2024,Phone,Electronics,North,57337,6695
04-04-2024,Laptop,Electronics,West,2682,397
12-03-2024,Camera,Electronics,South,2080,366
18-05-2024,T-shirt,Fashion,East,20535,2065
22-01-2024,Phone,Electronics,East,52675,3043
01-05-2024,Watch,Accessories,East,25020,2767
01-01-2024,Phone,Electronics,East,37500,2919
28-02-2024,Phone,Electronics,West,10714,1046
29-01-2024,Watch,Accessories,East,37693,2893
20-03-2024,Laptop,Electronics,North,36012,5295
16-03-2024,Camera,Electronics,East,11807,1687
19-04-2024,Bag,Accessories,North,49829,7176
16-02-2024,Laptop,Electronics,West,58532,6353
07-01-2024,Smartwatch,Electronics,North,8652,1022
08-01-2024,Tablet,Electronics,North,38667,4908
11-02-2024,T-shirt,Fashion,South,41630,4800
30-05-2024,Shoes,Fashion,North,59685,8404
11-06-2024,T-shirt,Fashion,East,7804,446
29-04-2024,Bag,Accessories,North,3803,334
13-03-2024,Shoes,Fashion,East,22385,1668
15-06-2024,Bag,Accessories,East,56051,5981
31-01-2024,Shoes,Fashion,West,33646,4953
16-04-2024,Bag,Accessories,North,30847,5439
26-06-2024,Sneakers,Fashion,East,12922,2349
16-04-2024,Bag,Accessories,East,57023,8835
26-01-2024,Shoes,Fashion,South,1836,284
30-05-2024,Smartwatch,Electronics,East,37088,6277
29-06-2024,Phone,Electronics,West,45238,3561
20-02-2024,Laptop,Electronics,North,33126,6299
22-02-2024,Camera,Electronics,East,28608,2550
28-01-2024,Laptop,Electronics,North,17427,950
18-06-2024,Sneakers,Fashion,East,33252,3042
20-06-2024,Headphones,Electronics,South,8223,1138
01-01-2024,Bag,Accessories,East,41852,5483
05-04-2024,Laptop,Electronics,South,9880,1472
04-06-2024,Belt,Accessories,North,6142,1008
21-06-2024,Smartwatch,Electronics,North,4155,395
10-01-2024,Watch,Accessories,East,55505,9403
07-01-2024,Belt,Accessories,South,44530,4290
23-03-2024,Watch,Accessories,East,24765,4483
27-01-2024,Phone,Electronics,South,9580,1017
14-05-2024,Laptop,Electronics,East,7628,928
27-06-2024,Camera,Electronics,West,6418,1210
14-04-2024,Camera,Electronics,South,30207,1583
10-03-2024,Laptop,Electronics,South,38615,2447
22-04-2024,T-shirt,Fashion,East,48851,6611
29-06-2024,Camera,Electronics,South,26909,2660
18-04-2024,Belt,Accessories,South,32069,5925
26-01-2024,Sneakers,Fashion,West,11025,1141
01-04-2024,Belt,Accessories,East,21275,2494
24-02-2024,Smartwatch,Electronics,North,35447,3095
21-06-2024,Camera,Electronics,East,33360,5545
24-03-2024,Phone,Electronics,South,8858,1227
08-02-2024,Camera,Electronics,West,29629,3846
24-06-2024,Belt,Accessories,South,4257,308
16-05-2024,Bag,Accessories,West,34869,6406
07-06-2024,Phone,Electronics,East,9132,943
20-04-2024,Bag,Accessories,East,45662,3763
04-04-2024,T-shirt,Fashion,North,33742,5439
18-02-2024,Shoes,Fashion,South,25605,2513
30-01-2024,Laptop,Electronics,West,13256,2567
31-03-2024,Laptop,Electronics,North,25778,2851
01-01-2024,Belt,Accessories,South,28272,3256
13-03-2024,Bag,Accessories,South,38727,3730
27-04-2024,Shoes,Fashion,West,50548,3326
06-05-2024,Headphones,Electronics,North,48722,5933
20-06-2024,Phone,Electronics,North,30439,4982
24-06-2024,Watch,Accessories,South,6573,943
28-06-2024,Watch,Accessories,North,30841,2421
29-04-2024,Camera,Electronics,South,41052,7120
24-04-2024,T-shirt,Fashion,East,58164,3473
12-04-2024,Laptop,Electronics,North,41315,3016
20-03-2024,Bag,Accessories,East,16748,1248
12-06-2024,Camera,Electronics,East,35106,5220
06-04-2024,Headphones,Electronics,West,1402,278
29-06-2024,Sneakers,Fashion,East,13034,893
12-06-2024,Laptop,Electronics,West,11211,876
17-04-2024,Laptop,Electronics,South,55371,5212
29-04-2024,Headphones,Electronics,West,55124,10998
21-05-2024,Watch,Accessories,West,43693,6444
03-04-2024,Tablet,Electronics,North,21707,1887
30-01-2024,Watch,Accessories,West,39454,3882
25-03-2024,Headphones,Electronics,South,15055,2578
02-03-2024,Belt,Accessories,West,52124,5076
16-03-2024,Laptop,Electronics,East,30571,5428
15-01-2024,Laptop,Electronics,North,20577,2736
08-02-2024,Phone,Electronics,South,14048,2260
15-02-2024,Shoes,Fashion,North,57457,8235
04-02-2024,Shoes,Fashion,West,52340,5012
07-02-2024,Laptop,Electronics,West,8495,958
24-06-2024,Sneakers,Fashion,South,5563,593
02-05-2024,T-shirt,Fashion,West,59295,3647
01-02-2024,Shoes,Fashion,North,6281,1156
14-03-2024,Bag,Accessories,North,41716,5328
07-02-2024,Phone,Electronics,South,28674,3458
06-01-2024,Shoes,Fashion,West,5943,860
16-02-2024,Smartwatch,Electronics,East,24277,2700
18-05-2024,Tablet,Electronics,North,6320,1241
04-05-2024,Phone,Electronics,North,37649,2419
30-03-2024,Phone,Electronics,South,27841,3072
03-01-2024,Headphones,Electronics,West,38544,5199
04-02-2024,Laptop,Electronics,North,38346,5036
14-04-2024,Camera,Electronics,North,49905,8562
28-04-2024,T-shirt,Fashion,West,17115,1569
12-06-2024,Watch,Accessories,North,19938,2533
10-02-2024,T-shirt,Fashion,South,21031,1756
19-03-2024,Laptop,Electronics,North,49822,6198
25-06-2024,Headphones,Electronics,North,38376,3658
20-01-2024,Sneakers,Fashion,South,2053,316
24-04-2024,Shoes,Fashion,South,34730,1928
01-05-2024,Phone,Electronics,East,55392,4886
20-02-2024,Sneakers,Fashion,West,52116,9457
07-05-2024,Phone,Electronics,East,13966,1799
11-03-2024,Bag,Accessories,West,21994,1901
14-02-2024,Laptop,Electronics,North,29310,4566
24-04-2024,Belt,Accessories,West,25131,4903
15-03-2024,Phone,Electronics,North,51245,4365
06-02-2024,Camera,Electronics,North,48154,5471
22-01-2024,Bag,Accessories,West,4700,753
03-04-2024,Watch,Accessories,South,14191,2491
03-04-2024,Tablet,Electronics,East,36345,6397
03-05-2024,Tablet,Electronics,South,28007,4471
25-03-2024,Camera,Electronics,South,56220,8570
04-03-2024,Shoes,Fashion,North,56548,6918
04-04-2024,T-shirt,Fashion,South,13070,1659
30-01-2024,Smartwatch,Electronics,South,22874,1323
29-06-2024,T-shirt,Fashion,North,39429,4894
14-06-2024,Sneakers,Fashion,West,25639,3247
02-01-2024,Belt,Accessories,South,53659,3579
09-05-2024,Smartwatch,Electronics,East,13671,1712
17-02-2024,Bag,Accessories,East,46536,6646
29-03-2024,Smartwatch,Electronics,North,37648,6560
29-06-2024,Camera,Electronics,East,1781,226
29-04-2024,Tablet,Electronics,South,24223,4210
24-04-2024,Shoes,Fashion,West,22591,2070
20-06-2024,Shoes,Fashion,East,20763,2457
04-04-2024,Laptop,Electronics,South,15270,1600
05-05-2024,Shoes,Fashion,West,47217,7749
27-02-2024,Watch,Accessories,East,12001,883
21-04-2024,Smartwatch,Electronics,South,10763,1460
03-01-2024,Laptop,Electronics,North,51303,6617
24-01-2024,Belt,Accessories,East,53558,6934
25-06-2024,Belt,Accessories,North,8399,733
18-05-2024,Sneakers,Fashion,South,11449,1579
28-03-2024,Phone,Electronics,South,45395,3796
15-01-2024,Camera,Electronics,North,12841,2273
15-01-2024,Phone,Electronics,West,51035,4565
30-03-2024,Smartwatch,Electronics,North,7943,1106
01-06-2024,Watch,Accessories,South,40111,6988
23-05-2024,Headphones,Electronics,North,49984,6617
11-05-2024,T-shirt,Fashion,North,50436,7346
07-02-2024,T-shirt,Fashion,North,37671,6479
03-02-2024,Laptop,Electronics,East,7130,1074
31-01-2024,Sneakers,Fashion,North,47362,8798
21-06-2024,Laptop,Electronics,East,12637,1714
30-04-2024,Tablet,Electronics,East,33011,4399
31-05-2024,Laptop,Electronics,East,13027,1757
14-06-2024,Camera,Electronics,West,28762,1950
26-05-2024,Belt,Accessories,West,26499,5265
30-01-2024,Camera,Electronics,North,31458,4134
06-05-2024,T-shirt,Fashion,South,9158,770
04-02-2024,Watch,Accessories,West,46498,7300
04-01-2024,Shoes,Fashion,North,5670,556
29-02-2024,Shoes,Fashion,South,21758,2259
28-04-2024,Laptop,Electronics,West,4300,474
08-01-2024,Watch,Accessories,North,5651,425
11-01-2024,Headphones,Electronics,East,45264,4566
26-04-2024,Belt,Accessories,North,13264,1280
17-02-2024,T-shirt,Fashion,East,18586,2486
19-01-2024,Headphones,Electronics,South,8350,1519
14-03-2024,Belt,Accessories,North,45849,8333
05-04-2024,Bag,Accessories,South,58638,5725
03-06-2024,Laptop,Electronics,East,19152,1584
24-05-2024,Tablet,Electronics,South,28391,3746
05-05-2024,Laptop,Electronics,West,15961,1410
24-06-2024,T-shirt,Fashion,West,26321,1426
13-02-2024,Watch,Accessories,North,50869,7304
16-02-2024,Headphones,Electronics,South,57282,4350
23-03-2024,Sneakers,Fashion,South,57458,7967
13-03-2024,Shoes,Fashion,South,14411,1549
02-03-2024,Headphones,Electronics,North,57621,9274
29-02-2024,Watch,Accessories,South,52227,9167
07-04-2024,Camera,Electronics,North,12730,2143
17-02-2024,Shoes,Fashion,West,42783,7266
19-02-2024,Watch,Accessories,North,35975,2772
08-06-2024,Belt,Accessories,West,25521,3087
23-04-2024,Watch,Accessories,East,22805,4300
27-03-2024,Belt,Accessories,West,5715,848
15-04-2024,Headphones,Electronics,West,46292,3112
22-01-2024,Shoes,Fashion,North,56682,8825
07-03-2024,Sneakers,Fashion,South,39237,7357
19-03-2024,Bag,Accessories,North,55431,8804
22-02-2024,Headphones,Electronics,East,35874,5202
17-02-2024,Camera,Electronics,North,53595,3777
18-04-2024,Shoes,Fashion,North,8725,1430
26-01-2024,T-shirt,Fashion,West,6420,464
24-05-2024,Smartwatch,Electronics,East,40503,2830
21-01-2024,T-shirt,Fashion,North,43679,6427
07-02-2024,T-shirt,Fashion,West,41488,7549
05-05-2024,Smartwatch,Electronics,East,13491,2317
23-01-2024,Smartwatch,Electronics,South,14306,1690
21-01-2024,Tablet,Electronics,East,23045,1967
30-01-2024,Smartwatch,Electronics,East,29797,4165
06-05-2024,Bag,Accessories,South,27190,3786
31-05-2024,Phone,Electronics,West,52514,6720
06-04-2024,Camera,Electronics,West,26674,2287
02-04-2024,Belt,Accessories,North,36553,6586
14-04-2024,Watch,Accessories,North,25569,4405
06-05-2024,Sneakers,Fashion,West,7773,1302
27-01-2024,Headphones,Electronics,South,34905,2642
26-06-2024,Tablet,Electronics,South,8182,888
25-05-2024,Laptop,Electronics,East,41720,6090
16-02-2024,Laptop,Electronics,North,7236,608
14-05-2024,Smartwatch,Electronics,East,47537,3376
02-04-2024,Smartwatch,Electronics,North,56129,8026
21-02-2024,Watch,Accessories,West,33946,3201
21-01-2024,Smartwatch,Electronics,East,28456,4864
27-03-2024,Tablet,Electronics,East,35392,6614
22-02-2024,Phone,Electronics,North,58534,9806
23-05-2024,Tablet,Electronics,South,34028,4378
10-06-2024,Belt,Accessories,South,50831,6376
10-01-2024,Shoes,Fashion,South,2677,341
10-04-2024,Phone,Electronics,East,24326,2830
12-03-2024,Tablet,Electronics,South,51918,9967
23-06-2024,Sneakers,Fashion,East,12989,1801
16-02-2024,Sneakers,Fashion,South,39358,5168
19-01-2024,Laptop,Electronics,East,10037,1961
10-01-2024,Watch,Accessories,East,56077,6503
13-05-2024,Tablet,Electronics,East,50655,6393
12-01-2024,Headphones,Electronics,North,25972,3143
01-06-2024,Laptop,Electronics,East,7527,1330
05-06-2024,Phone,Electronics,West,8602,1164
24-02-2024,Camera,Electronics,West,21103,3903
27-04-2024,Bag,Accessories,South,15414,2138
27-03-2024,Headphones,Electronics,North,38717,5086
06-04-2024,Sneakers,Fashion,South,47494,3196
23-06-2024,Sneakers,Fashion,South,46395,7313
24-01-2024,Smartwatch,Electronics,South,28690,3792
22-01-2024,T-shirt,Fashion,East,13732,1880
20-01-2024,Belt,Accessories,East,23631,2044
15-01-2024,Watch,Accessories,South,48520,8269
18-02-2024,Headphones,Electronics,North,22123,2050
02-03-2024,Sneakers,Fashion,East,26500,2755
17-02-2024,Watch,Accessories,North,49681,8155
04-06-2024,Shoes,Fashion,East,38393,5271
28-03-2024,Tablet,Electronics,South,18575,3672
04-05-2024,Camera,Electronics,East,9960,873
22-03-2024,Watch,Accessories,North,27796,3954
19-01-2024,Headphones,Electronics,North,1255,67
13-01-2024,T-shirt,Fashion,South,47082,7329
21-03-2024,Tablet,Electronics,South,17859,1648
27-04-2024,Laptop,Electronics,North,33250,5600
20-05-2024,Tablet,Electronics,East,13814,1597
26-01-2024,Laptop,Electronics,South,17778,3342
19-06-2024,T-shirt,Fashion,South,2824,258
24-04-2024,Watch,Accessories,East,25690,2205
08-01-2024,Watch,Accessories,North,51718,3101
22-03-2024,Camera,Electronics,East,39806,7385
12-04-2024,Smartwatch,Electronics,East,1421,282
08-02-2024,Watch,Accessories,North,18343,2800
16-05-2024,T-shirt,Fashion,East,53037,5376
04-02-2024,Shoes,Fashion,North,48014,7104
28-06-2024,Shoes,Fashion,East,50177,3473
21-05-2024,Smartwatch,Electronics,West,20295,2094
23-06-2024,Headphones,Electronics,West,49334,7398
24-05-2024,Laptop,Electronics,North,3183,431
25-04-2024,Laptop,Electronics,East,32740,2550
05-01-2024,Bag,Accessories,North,43870,8126
03-05-2024,Sneakers,Fashion,East,26800,2483
08-02-2024,Smartwatch,Electronics,West,19144,1221
26-03-2024,Smartwatch,Electronics,West,57364,6061
17-01-2024,T-shirt,Fashion,East,6852,953
16-03-2024,Sneakers,Fashion,North,52089,3565
01-01-2024,Phone,Electronics,South,9187,768
07-03-2024,Phone,Electronics,West,13376,711
14-02-2024,Tablet,Electronics,South,5241,504
28-05-2024,Bag,Accessories,North,5812,1010
13-01-2024,Camera,Electronics,South,38882,7764
16-02-2024,Shoes,Fashion,East,5915,1150
28-04-2024,T-shirt,Fashion,West,46378,8070
15-01-2024,Camera,Electronics,East,43827,6312
15-01-2024,Headphones,Electronics,East,12843,829
13-01-2024,Phone,Electronics,South,23015,3154
12-03-2024,Sneakers,Fashion,North,57721,9903
11-01-2024,Laptop,Electronics,East,15693,1526
06-05-2024,Headphones,Electronics,East,9576,1497
20-02-2024,Belt,Accessories,South,14519,1206
21-06-2024,Laptop,Electronics,East,21314,2008
28-04-2024,Belt,Accessories,South,57209,8850
22-02-2024,Camera,Electronics,South,57931,4447
13-04-2024,Watch,Accessories,South,51367,9578
20-03-2024,Belt,Accessories,South,33466,5572
22-01-2024,Bag,Accessories,South,5614,330
26-05-2024,Shoes,Fashion,West,21516,2293
02-03-2024,Belt,Accessories,West,8386,1032
09-06-2024,Shoes,Fashion,South,15818,2297
24-01-2024,Bag,Accessories,North,11734,961
30-04-2024,T-shirt,Fashion,South,28354,4501
19-03-2024,Shoes,Fashion,South,49075,9293
17-06-2024,Bag,Accessories,North,3024,288
09-04-2024,Headphones,Electronics,South,21913,3077
14-06-2024,Phone,Electronics,West,15480,1706
16-01-2024,Camera,Electronics,South,33591,3362
18-03-2024,Laptop,Electronics,North,9054,1069
03-01-2024,Laptop,Electronics,East,43572,6124
29-01-2024,Watch,Accessories,North,50052,6479
08-03-2024,Smartwatch,Electronics,East,30944,4250
09-03-2024,Laptop,Electronics,South,58619,3269
25-04-2024,T-shirt,Fashion,South,47018,7759
20-04-2024,Bag,Accessories,West,22812,2630
30-05-2024,Watch,Accessories,South,24395,4844
15-04-2024,Shoes,Fashion,South,40550,5509
02-04-2024,Camera,Electronics,North,35489,1861
07-05-2024,Bag,Accessories,East,4937,252
08-04-2024,Bag,Accessories,South,26416,1684
24-05-2024,Tablet,Electronics,South,23609,1823
27-01-2024,Camera,Electronics,West,10699,584
18-06-2024,T-shirt,Fashion,West,50367,8000
22-04-2024,Belt,Accessories,South,5911,300
30-04-2024,Smartwatch,Electronics,East,46803,2841
27-01-2024,Sneakers,Fashion,East,17326,1155
24-03-2024,Tablet,Electronics,East,8328,952
10-01-2024,Shoes,Fashion,West,45897,2771
27-06-2024,Laptop,Electronics,South,56442,4374
18-06-2024,Laptop,Electronics,South,8750,497
06-02-2024,Camera,Electronics,South,1508,299
24-02-2024,Sneakers,Fashion,East,14096,1784
29-05-2024,Watch,Accessories,North,47652,5157
09-06-2024,T-shirt,Fashion,North,38865,4527
24-01-2024,Phone,Electronics,East,42243,5007
21-01-2024,T-shirt,Fashion,West,34842,3842
20-04-2024,Camera,Electronics,East,24767,3780
21-03-2024,Headphones,Electronics,South,44623,4409
02-05-2024,Sneakers,Fashion,North,59380,11844
24-04-2024,Phone,Electronics,East,57376,9929
28-02-2024,T-shirt,Fashion,South,37920,2799
01-06-2024,Belt,Accessories,West,18694,2800
03-04-2024,Tablet,Electronics,West,9550,1156
20-03-2024,Tablet,Electronics,North,43020,3912
18-06-2024,Shoes,Fashion,West,48017,7993
07-04-2024,Tablet,Electronics,South,31441,2621
30-04-2024,T-shirt,Fashion,South,3560,209
24-05-2024,Watch,Accessories,West,54078,9405
06-05-2024,Phone,Electronics,East,47372,5350
19-04-2024,Bag,Accessories,South,15141,2340
14-05-2024,Laptop,Electronics,South,26757,4554
02-02-2024,Shoes,Fashion,South,54271,9700
25-06-2024,Smartwatch,Electronics,West,40451,5509
25-03-2024,Smartwatch,Electronics,South,26139,2109
29-04-2024,T-shirt,Fashion,East,43881,2459
19-05-2024,Sneakers,Fashion,East,31658,6158
05-01-2024,Smartwatch,Electronics,East,49586,4967
04-04-2024,Bag,Accessories,East,55533,6882
06-04-2024,Belt,Accessories,East,57824,10459
20-02-2024,Phone,Electronics,North,50961,7119
29-05-2024,Shoes,Fashion,North,32004,5067
16-04-2024,Sneakers,Fashion,West,35109,4646
09-05-2024,Smartwatch,Electronics,South,59519,5757
05-03-2024,Shoes,Fashion,North,49451,4690
14-01-2024,Bag,Accessories,South,43670,2834
02-04-2024,Phone,Electronics,South,52993,3055
23-04-2024,Tablet,Electronics,South,38402,4691
19-02-2024,Phone,Electronics,North,57768,4075
22-04-2024,Shoes,Fashion,North,11019,1247
13-02-2024,Watch,Accessories,East,35515,2413
24-03-2024,Watch,Accessories,East,42464,4150
26-03-2024,Tablet,Electronics,East,12153,1631
05-05-2024,Belt,Accessories,West,36430,4809
09-05-2024,Headphones,Electronics,West,30595,2358
01-02-2024,Watch,Accessories,East,59715,8870
08-05-2024,Belt,Accessories,South,53261,9284
08-06-2024,Tablet,Electronics,West,51630,9817
24-01-2024,Smartwatch,Electronics,East,42866,7695
31-01-2024,Tablet,Electronics,West,13899,983
30-01-2024,Headphones,Electronics,West,1450,254
29-04-2024,T-shirt,Fashion,East,20057,2882
06-04-2024,Watch,Accessories,West,59657,3635
13-02-2024,Laptop,Electronics,North,52505,4782
09-06-2024,Phone,Electronics,North,35698,6990
16-06-2024,Laptop,Electronics,North,3471,459
07-02-2024,Shoes,Fashion,West,26424,3334
14-03-2024,Smartwatch,Electronics,North,7130,718
01-05-2024,Tablet,Electronics,East,3239,232
10-02-2024,Laptop,Electronics,North,54156,3306
21-05-2024,Laptop,Electronics,West,17632,1041
01-03-2024,Tablet,Electronics,North,49838,5720
28-01-2024,Watch,Accessories,West,6067,907
19-06-2024,Watch,Accessories,North,42922,6646
13-01-2024,Phone,Electronics,North,35254,6467
05-02-2024,Belt,Accessories,North,26064,3733
06-06-2024,Shoes,Fashion,North,28056,5511
28-03-2024,Shoes,Fashion,South,48813,7475
21-02-2024,Laptop,Electronics,South,8295,1084
12-02-2024,Smartwatch,Electronics,West,27154,2583
22-03-2024,Belt,Accessories,West,36149,5505
23-05-2024,Bag,Accessories,South,40821,6267
05-02-2024,Belt,Accessories,North,55456,10522
10-06-2024,Camera,Electronics,West,3079,413
25-01-2024,Watch,Accessories,East,56252,8430
01-01-2024,Watch,Accessories,East,56591,5932
09-04-2024,Belt,Accessories,West,47802,5987
12-06-2024,T-shirt,Fashion,East,8975,1087
30-04-2024,Phone,Electronics,North,42145,6513
09-01-2024,Headphones,Electronics,North,9926,794
23-04-2024,Camera,Electronics,South,40094,2352
04-04-2024,Belt,Accessories,North,51332,9007
30-04-2024,Headphones,Electronics,West,2746,183
07-05-2024,Bag,Accessories,North,30989,5436
09-05-2024,Camera,Electronics,South,10345,1124
08-01-2024,Bag,Accessories,East,36703,1958
10-01-2024,Laptop,Electronics,East,55300,9124
09-04-2024,Laptop,Electronics,East,53349,4761
15-01-2024,Smartwatch,Electronics,West,9296,1520
17-01-2024,Smartwatch,Electronics,West,17866,970
29-06-2024,T-shirt,Fashion,East,55423,7800
24-03-2024,Phone,Electronics,North,52880,6135
22-06-2024,Sneakers,Fashion,North,23881,1599
22-04-2024,Sneakers,Fashion,East,40973,6566
23-02-2024,Headphones,Electronics,East,59598,3850
28-03-2024,T-shirt,Fashion,East,52856,3990
31-03-2024,T-shirt,Fashion,East,10263,1287
17-03-2024,Headphones,Electronics,South,52558,10370
08-01-2024,Headphones,Electronics,East,41529,8073
10-02-2024,Bag,Accessories,East,51971,6981
17-05-2024,Sneakers,Fashion,West,52910,4335
13-02-2024,Laptop,Electronics,West,24768,1438
15-03-2024,Tablet,Electronics,East,8323,1488
13-04-2024,Belt,Accessories,East,27656,3554
13-04-2024,Phone,Electronics,West,2809,351
03-03-2024,Phone,Electronics,West,13918,2743
02-05-2024,Belt,Accessories,South,9140,1557
28-03-2024,Headphones,Electronics,West,25792,4791
21-02-2024,Camera,Electronics,North,21789,3628
20-02-2024,Bag,Accessories,North,23697,4688
25-04-2024,Watch,Accessories,South,3574,385
01-03-2024,Tablet,Electronics,West,51105,7522
25-01-2024,Belt,Accessories,South,16537,1780
15-03-2024,Phone,Electronics,South,23403,3005
25-01-2024,Camera,Electronics,South,53922,5235
22-04-2024,Bag,Accessories,West,50450,6815
23-04-2024,Camera,Electronics,North,4440,489
24-03-2024,Sneakers,Fashion,North,55631,4261
05-06-2024,Tablet,Electronics,West,51983,6273
02-05-2024,Sneakers,Fashion,East,32394,4352
15-06-2024,Camera,Electronics,North,17711,2141
24-01-2024,Smartwatch,Electronics,West,23434,1451
24-06-2024,Shoes,Fashion,South,12680,2213
26-03-2024,Phone,Electronics,South,49260,7332
09-02-2024,Bag,Accessories,North,21071,2989
26-05-2024,Tablet,Electronics,South,54094,4602
13-02-2024,Belt,Accessories,West,37777,7130
29-01-2024,Sneakers,Fashion,West,49123,2643
02-03-2024,Headphones,Electronics,South,50568,5546
27-05-2024,Phone,Electronics,East,29557,3495
27-06-2024,Smartwatch,Electronics,East,40894,4475
